序号,题目,答案,正确答案
812,社会形态，是指同生产力发展一定阶段相适用的（ ）的统一体。,A、 社会存在与社会意识  B、 生产力与生产关系  C、 经济基础与上层建筑  D、 公有制与私有制  ,正确答案： C
813,在人类历史上出现的第一个阶级社会是（ ）,A、 封建社会  B、 奴隶社会  C、 原始社会  D、 资本主义社会  ,正确答案： B
814,人类社会发展过程中最基本的矛盾是（ ）,A、 政治与经济之间的矛盾  B、 理论与实践之间的矛盾  C、 先进社会意识与落后社会意识之间的矛盾  D、 生产力与生产关系、经济基础与上层建筑之间的矛盾  ,正确答案： D
815,社会形态更替归根到底是由于（ ）,A、 社会基本矛盾运动的结果  B、 阶级斗争  C、 社会革命  D、 科技革命  ,正确答案： A
816,现阶段，我国社会主要矛盾是（）,A、人民群众日益增长的物质文化需要与落后的社会生产之间的矛盾 B、人民日益增长的美好生活需要和不平衡不充分的发展之间矛盾 C、生产力和生产关系之间矛盾 D、强大社会主义国家与落后生产力之间矛盾 ,正确答案： B
817,马克思主义诞生于19世纪四十年代，至今已经150多年了，时代变了，马克思主义也“过时”了。,,正确答案：×
818,阶级性与科学性是不相容的，凡是代表某个阶级利益和愿望的社会理论，就不可能是科学的。因为马克思主义具有阶级性，所以是不科学的。,,正确答案：×
819,指导中国社会主义现代化建设的理论基础是马克思恩格斯初创的马克思主义。,,正确答案：×
820,马克思主义政治经济学是对英国古典政治经济学的继承，二者无本质区别。（ ）,,正确答案：×
821,马克思主义以人类解放为目标，所以是站在全人类的立场上的。（ ）,,正确答案：×
822,马克思主义理论体系的三个主要组成部分是有机统一的。（ ）,,正确答案：√
823,马克思主义最重要的理论品质是与时俱进。,,正确答案：√
824,学习马克思主义理论的根本方法是理论联系实际。,,正确答案：√
825,我们既要坚持马克思主义基本原理，又要与时俱进，继续丰富和发展马克思主义。,,正确答案：√
826,马克思主义，就是指由马克思、恩格斯所创立的学说。,,正确答案：×
827,唯物主义都承认社会存在决定社会意识。( ),,正确答案：×
828,同一性是指矛盾双方没有差别和对立。（ ）,,正确答案：×
829,发展是指事物的一切运动和变化。（ ）,,正确答案：×
830,新出现的事物不一定是新生事物。（ ）,,正确答案：√
831,发挥主观能动性就能改变客观规律。（ ）,,正确答案：×
832,辩证唯物主义认为，只有认识事物的度才能准确地认识事物的质。（ ）,,正确答案：√
833,现代科学思维方法的产生与辩证思维方法有关。( ),,正确答案：√
834,实践客体即客观存在的事物。,,正确答案：×
835,非理性因素，在认识的辩证运动过程中，是可以忽视的因素。（ ）,,正确答案：×
836,实践之所以能够作为真理的检验标准，这是因为马克思主义认识论所深刻阐明的观点。,,正确答案：×
837,全部社会生活在本质上是实践的。（）,,正确答案：√
838,实践活动的形式是丰富多样的。,,正确答案：√
839,“真理与价值”中的价值等同于“商品价值量”中的价值,,正确答案：×
840,任何真理都是绝对性和相对性的统一。,,正确答案：√
841,谬误是对事物正确的反映。,,正确答案：×
842,实践是检验真理的唯一标准。（ ）,,正确答案：√
843,经济基础是指社会发展阶段中决定一个社会性质的占支配地位的生产关系的总和。（ ）,,正确答案：√
844,生产力和生产关系的矛盾是社会的基本矛盾，这对矛盾贯穿人类社会发展过程的始终。,,正确答案：√
845,社会的基本矛盾是推动社会发展的直接动力。,,正确答案：×
846,上层建筑一旦为经济基础服务时，就会成为推动社会发展的进步力量。（ ）,,正确答案：×
847,生产方式是经济基础和上层建筑的统一。（）,,正确答案：×
848,社会存在包括自然地理环境、人口因素和物质生产方式。（）,,正确答案：√
849,社会意识决定社会存在。（）,,正确答案：×
850,生产商品的劳动可分为具体劳动和抽象劳动（ ）,,正确答案：√
851,私人劳动和社会劳动的矛盾决定了商品经济的本质和发展过程（ ）,,正确答案：√
852,劳动力商品的使用价值是价值的源泉（ ）,,正确答案：√
853,利用价值规律的作用，就能自动完美地实现资源的最优配置。（ ）,,正确答案：×
854,只有物质生产领域的劳动才是生产性劳动并创造价值。（ ）,,正确答案：×
855,垄断价格是垄断资本家凭借垄断地位制定的，因而否定了价值规律（ ）,,正确答案：×
856,资本主义国家有了经济计划就能从根本上克服生产无政府状态（ ）,,正确答案：×
857,资本主义国家本质上是资产阶级进行阶级统治的工具（ ）,,正确答案：√
858,资本来到世间，从头到脚，每个毛孔都滴着血和肮脏的东西。( ),,正确答案：√
859,私人垄断资本主义是在生产集中和资本集中的基础上形成的（ ）,,正确答案：√
860,第二次世界大战后，布雷顿森林体系是在英国的主导下建立的国际货币体系（ ）,,正确答案：×
861,资本是能够带来全部价值的价值。（）,,正确答案：×
862,资本主义政治制度反映了资本主义社会的经济关系。（）,,正确答案：√
863,政党是全部阶级利益的集中代表。（）,,正确答案：×
864,资本主义的发展经历了自由竞争资本主义和垄断资本主义两个阶段。（）,,正确答案：√
865,垄断价格仅包括成本价格和平均利润。（）,,正确答案：×
866,社会主义的根本任务是解放生产力、发展生产力。（ ）,,正确答案：√
867,社会主义必然代替资本主义的主要依据是生产的社会化与资本主义私人占有制之间的矛盾。（ ）,,正确答案：√
868,共产主义社会的第一阶段称为社会主义社会。（ ）,,正确答案：√
869,社会主义代替资本主义是历史的必然，因此就不可能反复。,,正确答案：×
870,在共产主义社会，劳动依然是单纯的谋生手段。（ ）,,正确答案：×
871,社会主义是实现共产主义的必由之路。（ ）,,正确答案：√
872,中国特色社会主义是科学社会主义在当代中国的成功实践。（）,,正确答案：√
873,“全部社会生活在本质上是实践”,,正确答案：√
874,社会进步是不可抗拒的历史潮流，因此，社会发展是直线上升的。,,正确答案：×
875,剩余价值转化为利润，价值就转化为生产价格。,,正确答案：×
876,垄断资本主义占统治地位的是金融资本。,,正确答案：√
877,唯心主义否认思维和存在的同一性。,,正确答案：×
878,科学技术发展可以解决一切社会问题。,,正确答案：×
879,剩余价值的产生，既不在流通领域，又离不开流通领域。,,正确答案：√
880,20世纪80年代末期和90年代初期，东欧剧变、苏联解体并不表明社会主义的失败。,,正确答案：√
881,辩证法和形而上学对立的焦点在于是否全面地看问题。,,正确答案：×
882,认识过程的两个阶段是从实践到认识，从认识到实践。,,正确答案：√
883,价格与价值的偏离是对价值规律的否定。,,正确答案：×
884,暴力革命是无产阶级革命的唯一形式。,,正确答案：×
885,因为理论能够指导实践，所以说理论高于实践。,,正确答案：×
886,加快资本周转可以带来更多的剩余价值，这表明流通过程可以产生剩余价值。,,正确答案：×
887,用来购买劳动力的资本叫可变资本。,,正确答案：√
888,思想本身不能实现什么，要实现思想就要诉诸实践。,,正确答案：√
889,在任何情况下，唯物主义和唯心主义的对立都是绝对的。,,正确答案：×
890,在必要劳动时间不变的情况下，通过延长工作日的长度或提高工人的劳动强度的方法而生产的剩余价值叫绝对剩余价值。,,正确答案：×
891,私人劳动和社会劳动矛盾是资本主义的基本矛盾。,,正确答案：×
892,世界的真正统一性在于它的物质性。,,正确答案：√
893,阶级斗争是社会发展的根本动力。,,正确答案：×
894,意识是大脑的机能，有了大脑就能产生意识。,,正确答案：×
895,具体劳动和抽象劳动是两种不同的劳动。,,正确答案：×
896,垄断是在自由竞争基础上产生的，因此垄断统治形成后可以消除竞争。,,正确答案：×
897,正确的意识是客观世界的反映，错误的意识不是客观世界的反映。,,正确答案：×
898,有的真理是绝对真理，有的真理是相对真理。,,正确答案：×
899,商品的价值量是由生产商品时耗费事物社会必要劳动时间决定的。,,正确答案：√
900,适应社会生产力发展的要求，国家垄断资本经济主义突破了私人垄断资本的局限性，因此，它具有了社会主义本质。,,正确答案：×
901,世界统一于实践,,正确答案：×
902,列宁对辩证唯物主义物质范畴的定义是通过一般和个别的关系界定的。,,正确答案：×
903,人工智能的出现可以代替人类的思维。,,正确答案：×
904,否定就是新旧事物之间“一刀两断”。,,正确答案：×
905,主体和客体就是主观和客观。,,正确答案：×
906,一切历史都是思想史。,,正确答案：×
907,“跟着感觉走”在本质上是唯心主义经验论的观点。,,正确答案：√
908,生产力是社会发展的最终决定力量,,正确答案：√
